runtime,revenue,budget,imdb_score,average_director_score,average_actor_score,average_genre_score
94.0,213079163.0,63000000.0,6.2,6.4875,6.276666666666667,6.333311183728488
94.0,19548064.0,65000000.0,6.3,6.5,6.569035947712418,6.307609566979492
127.0,356784000.0,63000000.0,8.1,7.480769230769232,7.354166666666667,6.34574449849502
212.0,25052000.0,63000000.0,6.6,6.26,6.656998556998556,6.721917179509404
141.0,122012710.0,62000000.0,6.9,6.7666666666666675,6.8452873563218395,6.470673892440342
103.0,72413.0,65000000.0,6.1,6.15,6.099999999999999,6.632100857331355
98.0,58255287.0,64000000.0,4.3,5.175,5.677777777777777,6.38001881375405
116.0,77086030.0,62000000.0,6.6,6.549999999999999,6.431623931623932,6.655159229444315
114.0,65000000.0,62000000.0,6.8,7.018181818181817,6.7749999999999995,6.469865142648999
87.0,32178777.0,62000000.0,3.8,3.8,6.023333333333333,6.417292285026026
125.0,15738632.0,42000000.0,5.9,5.9,6.219047619047619,6.328544691836054
187.0,54116191.0,44000000.0,7.9,8.2,7.486666666666667,6.563778073546698
93.0,118153533.0,61000000.0,6.3,6.199999999999999,6.030357142857144,6.400644841269842
95.0,108012170.0,63000000.0,5.5,5.4399999999999995,5.7811111111111115,6.352910601447581
117.0,210592590.0,65000000.0,7.7,7.175000000000001,6.403333333333333,6.595282542032344
106.0,279167575.0,80000000.0,6.3,6.4875,6.421604938271606,6.322916449517059
115.0,143151473.0,60000000.0,7.1,6.6000000000000005,5.9425,6.401354400154516
189.0,136801374.0,60000000.0,8.5,7.9750000000000005,7.155555555555555,6.530500902563279
100.0,168213584.0,20000000.0,5.9,5.675000000000001,5.433333333333334,6.2921039158937395
81.0,135381507.0,150000000.0,5.8,6.666666666666667,6.198015873015873,6.347864401745644
149.0,167735396.0,61000000.0,8.1,7.75,6.892857142857142,6.532299911521
119.0,121468960.0,60000000.0,7.9,7.128571428571427,7.4754385964912275,6.346847046612038
130.0,106635996.0,58000000.0,7.2,6.711111111111111,6.396666666666667,6.331770412448081
116.0,102678089.0,95000000.0,6.3,6.025,6.2038095238095226,6.521469248357209
103.0,125603360.0,60000000.0,8.1,7.725,7.066666666666666,6.413608812408928
99.0,101217900.0,70000000.0,7.0,7.0,7.019047619047619,6.57011660224214
92.0,104148781.0,60000000.0,5.5,5.35,6.408484848484849,6.220150335775336
109.0,75573300.0,61000000.0,6.7,6.766666666666667,6.655208333333333,6.415588259251419
87.0,93375151.0,60000000.0,5.2,3.7,5.711111111111111,6.246811443888976
111.0,106126012.0,60000000.0,7.0,6.9375,6.700106837606838,6.37297768028283
101.0,93307796.0,60000000.0,6.1,5.766666666666667,6.535185185185186,6.322916449517059
83.0,90646554.0,105000000.0,6.6,6.760000000000001,6.511560044893378,6.3643759567275096
113.0,109176215.0,60000000.0,5.5,5.5,5.603703703703704,6.195245726495727
107.0,82670733.0,60000000.0,5.9,6.791666666666668,6.570121510673235,6.536567469544733
94.0,82569532.0,60000000.0,5.4,5.9625,5.543518518518518,6.293823589686266
132.0,81687587.0,61000000.0,6.4,6.6,6.522222222222222,6.278653107218099
140.0,80574010.0,60000000.0,5.7,5.95,6.6911375661375665,6.6071748507256345
125.0,75764085.0,60000000.0,6.7,6.409999999999999,6.334472455648926,6.4291611520687155
111.0,90356857.0,58000000.0,7.1,6.349999999999999,6.887180851063829,6.328544691836054
156.0,75530832.0,55000000.0,6.8,6.95,6.318427128427128,6.684903242478416
170.0,75370763.0,60000000.0,6.5,6.839999999999999,6.7932478632478634,6.634680141033584
120.0,100003492.0,65000000.0,7.6,7.083333333333333,6.6323754789272025,6.547599882028
100.0,90341670.0,60000000.0,5.5,5.8999999999999995,6.346335403726708,6.325590104418028
115.0,74540762.0,55000000.0,6.5,6.733333333333333,6.169708994708995,6.439301222916331
130.0,80033643.0,60000000.0,7.0,7.025,6.869688610240335,6.401333260212122
105.0,73648142.0,60000000.0,5.8,5.746666666666666,5.9075,6.278653107218099
111.0,71844424.0,60000000.0,7.3,5.7,7.166666666666667,6.795222831543988
106.0,75638743.0,60000000.0,6.6,6.70625,6.692105263157894,6.539003872535814
89.0,66734992.0,60000000.0,4.4,5.0,5.086666666666667,6.360275912173398
100.0,75280058.0,60000000.0,7.7,6.2,7.616666666666667,6.3760457277446845
91.0,64505912.0,48000000.0,5.0,6.044444444444445,6.239912280701755,6.298031698988467
146.0,77862546.0,70000000.0,7.7,6.791666666666668,6.763541666666666,6.470673892440342
98.0,61112916.0,50000000.0,4.4,5.533333333333334,6.022687465790914,6.249116617292846
101.0,88200225.0,60000000.0,6.1,6.6571428571428575,5.410052910052909,6.38001881375405
94.0,60573641.0,60000000.0,5.4,4.816666666666666,6.10462962962963,6.220150335775336
132.0,59035104.0,66000000.0,6.8,7.140000000000001,6.916666666666667,6.168075777208065
115.0,56702901.0,60000000.0,6.5,6.35,6.933777777777777,6.763762528912876
92.0,55994557.0,60000000.0,7.0,7.0,6.516111111111112,6.352910601447581
124.0,54910560.0,60000000.0,6.3,5.9,6.600564516129032,6.390025784589154
119.0,53789313.0,60000000.0,6.3,6.516666666666667,6.471515151515152,6.330589830413574
124.0,51045801.0,60000000.0,6.1,6.0,6.34148148148148,6.6071748507256345
93.0,50818750.0,60000000.0,6.1,6.1,6.384166666666665,6.352910601447581
22.0,25517500.0,20000000.0,7.3,7.548076923076923,5.927777777777777,6.322916449517059
98.0,50189179.0,60000000.0,5.3,5.3,5.8929629629629625,6.2389866106637575
92.0,50024083.0,60000000.0,5.4,5.4,5.8,6.277070569918058
105.0,50549107.0,60000000.0,6.2,7.166666666666667,6.0814814814814815,6.439301222916331
124.0,56443482.0,60000000.0,6.6,6.775,6.772901234567901,6.703059634624256
99.0,62401264.0,60000000.0,5.9,5.9,6.338333333333334,6.470673892440342
116.0,47748610.0,75000000.0,6.3,7.340000000000001,6.517979797979798,6.121751309501465
124.0,46975183.0,61000000.0,7.2,6.9375,6.816666666666666,6.473819113952274
96.0,50807639.0,60000000.0,6.8,6.8,6.327777777777778,6.352910601447581
104.0,46611204.0,48000000.0,6.1,5.9,6.4622222222222225,6.4291611520687155
100.0,257756197.0,60000000.0,7.8,7.2749999999999995,6.568847517730497,6.334074821819212
115.0,48472213.0,45000000.0,5.0,5.633333333333333,6.101666666666667,6.333311183728488
101.0,43060566.0,60000000.0,6.2,6.05,6.846483516483516,6.316835719898059
113.0,45996718.0,60000000.0,6.7,6.833333333333333,6.5892156862745095,6.470673892440342
100.0,43337279.0,60000000.0,4.9,6.550000000000001,6.489841269841269,6.3182079120019266
134.0,37479778.0,60000000.0,7.4,7.225,7.136786114221725,6.900888003162013
127.0,36965395.0,20000000.0,7.1,7.633333333333333,6.694658119658119,6.532299911521
125.0,40559930.0,60000000.0,6.2,6.733333333333333,6.747067901234568,6.381217504051311
94.0,36830057.0,65000000.0,4.9,5.6625000000000005,5.93888888888889,6.240706284456285
107.0,36279230.0,60000000.0,6.1,6.05,5.958333333333333,6.37297768028283
91.0,42194060.0,70000000.0,6.1,6.1,6.243064182194618,6.347864401745644
116.0,43119879.0,60000000.0,6.4,6.4,7.044871794871796,6.319282354790606
100.0,35096190.0,60000000.0,6.3,7.3999999999999995,6.236666666666667,6.403541600015497
111.0,35754555.0,20000000.0,6.8,6.8,6.823611111111112,6.684903242478416
117.0,43290977.0,80000000.0,6.6,6.711111111111111,6.545833333333333,6.532299911521
110.0,33927476.0,40000000.0,5.7,5.483333333333333,5.8,6.231500805246446
96.0,32122249.0,60000000.0,5.9,6.550000000000001,6.42567901234568,6.38001881375405
101.0,40076438.0,60000000.0,6.0,6.0,6.524409171075838,6.473819113952274
111.0,32940507.0,60000000.0,6.1,6.140000000000001,6.509166666666666,6.470673892440342
117.0,31670931.0,60000000.0,6.7,6.637499999999999,6.540862068965517,6.774737850402938
126.0,30695227.0,60000000.0,6.7,6.839999999999999,6.786827485380116,6.558951888428234
152.0,32522352.0,60000000.0,7.9,6.628571428571428,6.729425101214576,6.452614681687127
86.0,28424210.0,20000000.0,5.0,5.4399999999999995,6.107072829131653,6.330845727432445
101.0,26082914.0,87000000.0,4.3,6.140000000000001,5.083333333333333,6.390025784589154
87.0,29136626.0,60000000.0,5.7,5.45,5.683333333333334,6.197309664998203
85.0,26288320.0,60000000.0,6.7,6.7,6.841176470588235,6.42555752981274
130.0,26616590.0,60000000.0,6.7,5.99,6.487301587301587,6.1465344069952605
173.0,623279547.0,220000000.0,8.1,7.925,6.974750957854407,6.320961401001224
104.0,30063805.0,60000000.0,6.1,6.314285714285715,6.395,6.464408819587578
121.0,22518325.0,50000000.0,5.6,6.683333333333333,6.562478632478633,6.532299911521
140.0,13082288.0,60000000.0,6.6,6.6,6.342460317460318,6.674902189512513
131.0,18208078.0,60000000.0,6.9,6.6,6.471944444444445,6.439301222916331
91.0,14218868.0,65000000.0,4.8,5.925000000000001,5.166666666666667,6.1465344069952605
118.0,22451.0,60000000.0,6.2,6.2,6.535119047619047,6.5019497204447845
130.0,31165421.0,60000000.0,6.0,5.5,6.597751322751322,6.271894043968777
90.0,11802056.0,60000000.0,4.9,5.533333333333334,5.145833333333333,6.322775224683075
103.0,25472967.0,30000000.0,5.6,6.566666666666666,5.4930555555555545,6.307182522693492
122.0,22362500.0,55000000.0,6.1,6.93076923076923,6.623193473193472,6.479504127704301
106.0,17281832.0,60000000.0,6.1,6.55,6.4222689075630255,6.331091407630313
103.0,19781879.0,60000000.0,4.8,6.466666666666666,6.0566666666666675,6.35649555529409
107.0,7605668.0,60000000.0,5.5,6.459999999999999,6.331639566395663,6.34303220567787
156.0,4535117.0,60000000.0,3.8,3.72,5.565384615384616,6.325590104418028
127.0,4426297.0,35000000.0,6.5,6.711111111111111,6.387333333333333,6.681485583542666
119.0,25517500.0,68005000.0,6.0,6.0,6.294444444444444,6.329371733837786
132.0,10166502.0,80000000.0,6.7,6.800000000000001,6.689285714285714,6.6913603292671695
108.0,363024263.0,58000000.0,8.1,8.1,7.103508771929825,6.321743420407559
114.0,12065985.0,60000000.0,4.9,6.125,5.715151515151515,6.479504127704301
133.0,350123553.0,58800000.0,7.3,7.225,6.878333333333333,6.770345288608579
103.0,80021740.0,58000000.0,6.4,6.050000000000001,6.563333333333333,6.206411954479103
22.0,25517500.0,3000000.0,6.6,7.548076923076923,6.599999999999999,6.249116617292846
95.0,48291624.0,58000000.0,6.7,6.3,6.373333333333334,6.3176273597873305
90.0,35231365.0,60000000.0,3.6,4.816666666666666,5.253703703703704,6.2931765064768115
87.0,53715611.0,63000000.0,5.7,5.7,6.226278659611992,6.516433443138878
114.0,31199215.0,58000000.0,6.0,6.76,6.0,6.503909845997739
119.0,25517500.0,20000000.0,4.9,5.9,5.7806216931216925,6.442468224072606
103.0,29580087.0,58000000.0,4.7,5.766666666666667,5.778888888888889,6.469865142648999
125.0,44665963.0,58000000.0,6.3,6.033333333333334,6.241203703703704,6.195245726495727
97.0,60128566.0,60000000.0,5.9,5.99,5.735833333333335,6.20160600650313
125.0,49875589.0,58000000.0,5.9,5.9,6.573376623376624,6.719765192907337
30.0,25517500.0,20000000.0,7.0,7.548076923076923,5.766666666666667,6.322916449517059
136.0,60984028.0,57000000.0,7.5,6.883333333333333,6.7287857142857135,6.521469248357209
116.0,36931089.0,70000000.0,5.6,6.125,6.091944444444445,6.195245726495727
103.0,51317350.0,57000000.0,6.4,5.781818181818182,6.325252525252526,6.329371733837786
97.0,28328132.0,58000000.0,6.3,6.409999999999999,6.488615984405459,6.440924020024585
96.0,51774002.0,57000000.0,4.3,5.5600000000000005,5.957528011204482,6.287063440054662
131.0,25528495.0,57000000.0,5.9,6.779999999999999,6.352380952380952,6.673763152623578
22.0,25517500.0,20000000.0,6.7,7.548076923076923,5.760740740740741,6.322916449517059
95.0,113006880.0,56000000.0,5.5,5.9625,6.757894736842105,6.351640868059933
86.0,45860039.0,56000000.0,6.2,5.95,6.449033816425121,6.402343912344868
142.0,329691196.0,55000000.0,8.8,7.307692307692308,7.908333333333334,6.479504127704301
92.0,217326336.0,60000000.0,5.2,5.4399999999999995,5.423333333333333,6.346732656712311
108.0,166225040.0,55000000.0,7.0,6.4875,6.421604938271606,6.195245726495727
84.0,141600000.0,55000000.0,6.6,6.6,6.749603174603173,6.581108348381199
188.0,134218018.0,55000000.0,7.3,6.824999999999999,6.340740740740741,6.435446780890987
95.0,128769345.0,54000000.0,5.6,6.314285714285715,6.387314814814815,6.309217026950766
118.0,177575142.0,70000000.0,6.6,6.25,6.4522619047619045,6.322916449517059
92.0,105263257.0,55000000.0,5.4,5.449999999999999,6.246078431372549,6.314390773054912
74.0,104354205.0,55000000.0,6.3,6.033333333333332,5.844444444444444,6.322916449517059
134.0,107100855.0,55000000.0,7.9,7.585714285714287,7.116666666666667,6.742726131178597
101.0,98711404.0,55000000.0,6.3,6.033333333333334,6.587619047619049,6.381217504051311
100.0,100328194.0,50000000.0,6.0,6.2,6.098518518518518,6.249116617292846
132.0,101530738.0,55000000.0,7.2,6.9375,6.535600490196079,6.37297768028283
105.0,93815117.0,55000000.0,5.1,6.0200000000000005,6.098611111111111,6.469865142648999
123.0,91400000.0,53000000.0,7.3,6.791666666666668,6.723804824561403,6.597081550990065
117.0,162586036.0,55000000.0,8.0,6.975,7.093333333333334,6.95696658868852
98.0,89706988.0,55000000.0,6.2,6.349999999999999,6.196666666666668,6.521469248357209
128.0,83000000.0,55000000.0,6.0,6.576923076923076,6.232638888888888,6.539003872535814
114.0,78745923.0,55000000.0,6.7,6.2,6.265795206971677,6.507132960593046
111.0,70098138.0,30000000.0,8.1,8.2,6.7484126984126975,6.239895923677364
85.0,66365290.0,55000000.0,6.4,6.5375,6.304433497536945,6.195245726495727
44.0,25517500.0,1400000.0,8.4,7.548076923076923,8.083333333333334,6.431661682979136
137.0,66207920.0,30000000.0,8.0,8.2,6.572222222222223,6.470673892440342
97.0,63408614.0,55000000.0,6.3,5.35,6.502469135802468,6.328544691836054
104.0,58422650.0,55000000.0,6.4,7.307692307692308,6.768995726495728,6.115278243277483
110.0,56932305.0,55000000.0,6.6,5.466666666666666,6.576190476190476,6.391500617332675
133.0,68750000.0,55000000.0,6.4,6.4,6.738095238095238,6.331770412448081
94.0,68218041.0,55000000.0,6.0,6.3,6.35925925925926,6.249116617292846
104.0,25040293.0,55000000.0,6.6,5.94,6.312820512820513,6.329371733837786
91.0,55747724.0,55000000.0,5.9,5.300000000000001,5.815079365079366,6.3643759567275096
145.0,55473600.0,50000000.0,6.4,7.75,6.154166666666666,6.121751309501465
135.0,49994804.0,55000000.0,6.3,7.033333333333334,6.3,6.876270953544963
122.0,41609593.0,55000000.0,7.3,6.139999999999999,6.7290123456790125,6.390025784589154
110.0,38553833.0,55000000.0,6.8,6.0,6.861234567901235,6.340679416397151
95.0,76137505.0,55000000.0,7.2,7.2,6.979166666666667,6.330845727432445
102.0,34350553.0,68000000.0,5.7,6.033333333333334,6.210555555555556,6.2389866106637575
94.0,34238611.0,55000000.0,6.0,7.014285714285714,6.174074074074074,6.470673892440342
126.0,34098563.0,55000000.0,6.5,6.5,6.574444444444445,6.539003872535814
118.0,33828318.0,55000000.0,5.8,6.130000000000001,6.40877192982456,6.195245726495727
99.0,33472850.0,55000000.0,5.8,5.8,6.226388888888889,6.400644841269842
88.0,31051126.0,55000000.0,6.7,6.85,6.623642439431914,6.3643759567275096
141.0,35707327.0,55000000.0,7.8,7.225,6.508814814814815,6.532299911521
107.0,20550712.0,50000000.0,5.6,6.5,6.792514184397163,6.399930462641794
116.0,18573791.0,55000000.0,5.8,6.791666666666668,6.824250440917108,6.480986906198238
143.0,51225796.0,70000000.0,7.4,6.407692307692307,6.776923076923079,6.509042668796445
114.0,16264475.0,55000000.0,6.9,6.966666666666666,6.6130291005291,7.01698264795384
93.0,25857987.0,62000000.0,5.5,5.3,6.184722222222223,6.260857052747772
280.0,12870569.0,56000000.0,6.3,7.0,6.183333333333334,6.972586647783733
100.0,11466088.0,71000000.0,4.7,4.7,6.522222222222222,6.277070569918058
107.0,16088610.0,55000000.0,5.6,5.6,6.454722222222222,6.377778095197854
119.0,51178893.0,50000000.0,6.4,6.633333333333333,6.544444444444444,6.390767685529386
95.0,6768055.0,57000000.0,4.2,5.8500000000000005,5.903888888888889,6.280636974910869
119.0,39440655.0,55000000.0,6.4,6.4,6.495833333333334,6.5330514582147
133.0,6167817.0,47000000.0,7.7,7.340000000000001,7.2444444444444445,6.692793059165634
152.0,25517500.0,2000000.0,7.7,8.0,7.366666666666667,6.593047200821213
96.0,25517500.0,55000000.0,5.3,5.449999999999999,6.301080246913581,6.302244235044993
117.0,81645152.0,54000000.0,6.7,7.140000000000001,6.485198135198136,6.169874786165787
123.0,69951824.0,55000000.0,7.7,6.975,6.417936507936507,6.6071748507256345
92.0,9483821.0,55000000.0,5.7,5.925000000000001,5.991358024691358,6.277070569918058
170.0,66676062.0,54000000.0,7.6,7.418181818181819,6.554497354497354,6.664277214962624
123.0,26838389.0,57000000.0,6.4,6.628571428571428,6.765421911421911,6.469865142648999
110.0,75604320.0,54000000.0,5.6,7.0,5.6000000000000005,6.322916449517059
116.0,108200000.0,54000000.0,6.8,6.6,5.872222222222223,6.353367843885517
121.0,5660084.0,54000000.0,2.4,6.1000000000000005,2.4,6.403541600015497
128.0,7221458.0,55000000.0,6.2,6.35,6.854116161616162,6.539003872535814
99.0,70327868.0,46000000.0,5.9,6.257142857142857,6.37089947089947,6.37297768028283
94.0,58297830.0,50000000.0,7.1,7.0,6.264957264957265,6.47220409247115
127.0,57386369.0,52500000.0,7.6,7.12,6.1372222222222215,6.573975153009009
89.0,45207112.0,53000000.0,5.5,6.140000000000001,6.272522522522522,6.455145705723709
123.0,62563543.0,53000000.0,7.0,7.033333333333334,6.7731475029036,6.8262416927964695
135.0,33574332.0,90000000.0,7.1,7.225,6.487865497076023,6.972586647783733
118.0,73343413.0,50000000.0,7.4,6.9375,6.4514814814814825,6.547599882028
189.0,25031037.0,53000000.0,7.6,5.6923076923076925,7.147936507936508,6.132560320948322
172.0,22843047.0,55000000.0,5.9,7.1,6.072222222222222,6.563625743716259
124.0,5755286.0,55000000.0,5.9,6.616666666666666,6.598528735632184,6.606797885831742
141.0,164435221.0,52000000.0,8.0,7.480769230769232,7.203030303030303,6.8262416927964695
157.0,95720716.0,40000000.0,7.4,7.233333333333334,6.876094276094276,6.720527541432894
106.0,118683135.0,52000000.0,5.8,6.475,6.364814814814815,6.469865142648999
108.0,143704210.0,52000000.0,6.3,6.35,6.919112685560054,6.349615900416206
125.0,110476776.0,52000000.0,5.7,5.95,6.0982407407407395,6.322916449517059
107.0,80270227.0,50000000.0,5.1,6.025,5.741666666666667,6.2921039158937395
215.0,36385763.0,52000000.0,7.6,7.25,6.544444444444444,6.917092532062072
118.0,37035845.0,52000000.0,6.4,6.65,6.423508771929825,6.251147453411798
118.0,34580635.0,52000000.0,7.4,8.133333333333333,7.283333333333334,6.703059634624256
178.0,42438300.0,52000000.0,8.2,7.659999999999999,6.843456790123457,6.8262416927964695
92.0,23324666.0,52000000.0,6.5,6.8500000000000005,6.316666666666667,6.277070569918058
104.0,23020488.0,52000000.0,5.5,5.5,5.626262626262625,6.24739694350032
116.0,90567722.0,51000000.0,6.5,6.130000000000001,5.977777777777779,6.195245726495727
90.0,72601713.0,51000000.0,5.6,6.199999999999999,6.053333333333334,6.338777909800637
93.0,35092918.0,20000000.0,4.9,4.88,5.8819444444444455,6.220150335775336
130.0,296623634.0,50000000.0,4.6,6.08,5.796018518518518,6.4906422448218155
90.0,267652016.0,60000000.0,7.9,7.08,7.900000000000001,6.352910601447581
106.0,62453315.0,50200000.0,7.1,7.1,6.298771929824561,6.348883523505108
155.0,165500000.0,48000000.0,6.9,6.68,6.97498388136686,6.473853930659189
139.0,153620822.0,50000000.0,7.3,6.628571428571428,6.561415882967608,6.503909845997739
112.0,218628680.0,50000000.0,7.0,6.5,6.376666666666668,6.251147453411798
139.0,147637474.0,50000000.0,7.7,6.5,6.7200000000000015,6.469865142648999
115.0,135014968.0,50000000.0,6.7,6.314285714285715,6.789524691358025,6.6399415191027895
143.0,2175312.0,50000000.0,6.3,6.916666666666668,6.677787356321839,6.195245726495727
96.0,126203320.0,50000000.0,5.8,5.675000000000001,6.511411411411411,6.322916449517059
112.0,126975169.0,50000000.0,7.1,7.449999999999999,6.927777777777777,6.360821132658978
131.0,125548685.0,52000000.0,7.3,6.70625,6.809722222222221,6.95696658868852
116.0,105807520.0,50000000.0,6.4,5.6625000000000005,6.653749028749028,6.322916449517059
112.0,191616238.0,50000000.0,7.1,7.2749999999999995,6.527272727272727,6.333311183728488
123.0,105264608.0,60000000.0,7.6,6.762499999999999,6.949620325583815,6.304783844083198
104.0,97680195.0,70000000.0,6.8,6.475,6.293245614035087,6.322916449517059
107.0,126088877.0,50000000.0,6.6,6.75,6.4109996283909325,6.333311183728488
124.0,91030827.0,50000000.0,6.7,6.654545454545455,6.472222222222221,6.479504127704301
96.0,150315155.0,50000000.0,6.1,6.125,6.282738095238095,6.220150335775336
125.0,127997349.0,50000000.0,6.0,6.6,6.668690848446946,6.442960658164071
129.0,88504640.0,45000000.0,7.6,6.56875,6.757986111111111,6.532299911521
90.0,81517441.0,50000000.0,7.1,6.720000000000001,6.497222222222223,6.470673892440342
109.0,81022333.0,50000000.0,5.0,6.425,6.121666666666667,6.362321050750918
124.0,75621915.0,20000000.0,7.1,6.628571428571428,6.604327485380117,6.401354400154516
121.0,79948113.0,50000000.0,6.2,6.82,6.190980392156862,6.461556481722452
95.0,88658172.0,50000000.0,5.6,5.466666666666666,6.590681511470986,6.322916449517059
128.0,75888270.0,20000000.0,5.4,5.4,6.572525252525252,6.164969911504424
118.0,84244877.0,50000000.0,7.4,6.866666666666667,6.778025210084034,6.469865142648999
80.0,75367693.0,35000000.0,5.0,5.3,5.63921568627451,6.330845727432445
99.0,73701902.0,60000000.0,5.2,5.45,6.075084175084175,6.220150335775336
133.0,75605492.0,50000000.0,7.6,7.5,7.015945701357467,6.8399923778069995
127.0,67823573.0,50000000.0,6.6,6.857142857142857,6.9488475177304965,6.439301222916331
106.0,91439400.0,50000000.0,7.0,6.475,6.542016806722689,6.346847046612038
98.0,67128202.0,65000000.0,5.7,5.766666666666667,5.8387163561076605,6.304872257424207
132.0,70496802.0,54000000.0,8.2,6.65,7.010555555555555,6.439301222916331
114.0,60470220.0,50000000.0,6.2,6.65,6.2,6.2921039158937395
45.0,25517500.0,20000000.0,7.9,7.548076923076923,7.593333333333334,6.664277214962624
78.0,58336565.0,50000000.0,6.6,6.6,6.356944444444444,6.3643759567275096
101.0,66002004.0,50000000.0,4.7,5.0,6.071031746031745,6.374191846328169
113.0,54997476.0,50000000.0,6.3,6.616666666666666,6.354761904761904,6.532299911521
98.0,55682070.0,50000000.0,6.1,6.25,6.208333333333333,6.1301616423380265
124.0,52752475.0,50000000.0,6.7,6.4,6.508333333333334,6.539003872535814
109.0,55092830.0,60000000.0,6.1,6.74,6.088888888888889,6.319282354790606
128.0,50815288.0,50000000.0,7.0,6.3,6.992105263157895,6.539003872535814
144.0,52822418.0,50000000.0,7.4,6.638461538461538,6.862222222222222,6.597081550990065
95.0,50150619.0,50000000.0,7.3,7.3,6.327272727272727,6.369190029962716
105.0,48745150.0,50000000.0,5.8,6.533333333333334,6.45028735632184,6.439518558585563
121.0,50007168.0,50000000.0,6.7,7.225,7.006617647058825,6.470673892440342
125.0,48154732.0,50000000.0,5.8,7.070588235294117,6.365679824561403,6.6913603292671695
129.0,48265581.0,50000000.0,7.8,7.75,7.073333333333333,6.521469248357209
132.0,46982632.0,50000000.0,6.6,6.6,6.491666666666667,6.257036640172324
118.0,44737059.0,50000000.0,6.5,5.966666666666666,6.274592592592593,6.400644841269842
113.0,56724080.0,50000000.0,6.7,6.65,5.98888888888889,6.195245726495727
140.0,44484065.0,50000000.0,7.3,6.9375,7.247222222222223,6.473819113952274
89.0,47553512.0,50000000.0,5.8,5.85,5.866666666666667,6.277070569918058
104.0,42610000.0,55000000.0,5.5,7.0,5.926666666666667,6.328544691836054
106.0,41482207.0,50000000.0,6.3,6.3,6.397222222222222,6.115278243277483
141.0,47105085.0,50000000.0,7.4,6.65,6.625195402298851,6.664277214962624
124.0,41256277.0,50000000.0,5.9,6.3999999999999995,6.173333333333333,6.277070569918058
98.0,50740078.0,45000000.0,6.2,6.2,6.139743589743591,6.169874786165787
108.0,40203020.0,40000000.0,5.9,5.9,6.75233918128655,6.469865142648999
114.0,40905277.0,50000000.0,6.5,6.6000000000000005,6.799652777777777,6.523346704655598
101.0,38590500.0,50000000.0,4.4,4.4,5.763589743589743,6.331770412448081
93.0,39177541.0,50000000.0,3.5,5.6923076923076925,4.546296296296297,6.308292536642076
119.0,39778599.0,50000000.0,6.6,7.388888888888889,6.953030303030303,6.506392614193252
119.0,37486138.0,50000000.0,6.0,5.95,6.069047619047619,6.469865142648999
99.0,38105077.0,40000000.0,6.4,6.65,6.483333333333334,6.37297768028283
137.0,35168395.0,50000000.0,6.5,6.907692307692307,6.4065493646138805,6.606797885831742
105.0,25517500.0,20000000.0,7.8,7.548076923076923,7.8,6.6049848099750825
117.0,32800000.0,40000000.0,4.3,4.8,5.7056547619047615,6.459511343144932
87.0,33643461.0,50000000.0,4.2,5.466666666666666,6.365064425770309,6.220150335775336
129.0,32741596.0,50000000.0,6.5,7.225,6.547105263157895,6.535405854620373
115.0,31874869.0,50000000.0,6.1,6.033333333333334,6.578474945533768,6.455145705723709
132.0,30306268.0,50000000.0,6.3,6.824999999999999,6.009135802469135,6.37297768028283
131.0,27667947.0,50000000.0,6.2,6.6,6.811111111111111,6.547599882028
95.0,27067160.0,50000000.0,5.9,7.018181818181817,6.43138888888889,6.469865142648999
125.0,26616999.0,40000000.0,5.9,6.88,5.883333333333333,6.345543318340164
98.0,26536120.0,50000000.0,6.5,6.63,6.54074074074074,6.473819113952274
110.0,26199517.0,50000000.0,6.4,7.225,6.710984848484848,6.473819113952274
118.0,25450527.0,50000000.0,6.5,7.220000000000001,6.7228282828282815,6.473819113952274
101.0,25407250.0,50000000.0,5.7,6.915384615384615,6.480855855855856,6.319282354790606
60.0,25517500.0,20000000.0,7.5,7.548076923076923,7.016666666666667,6.521469248357209
90.0,23159305.0,70000000.0,8.0,7.58,6.5870614035087725,6.391854351616923
119.0,24006726.0,50000000.0,7.3,7.628571428571428,6.604367201426025,6.46672611763891
139.0,20389967.0,50000000.0,6.7,7.1000000000000005,6.714102564102564,6.861565303098546
130.0,19593740.0,50000000.0,7.5,7.033333333333334,6.76439393939394,6.547599882028
100.0,19118247.0,40000000.0,5.4,6.125,5.586666666666667,6.217570825086545
114.0,26442251.0,50000000.0,6.6,6.475,6.5239215686274505,6.470673892440342
96.0,17114882.0,25000000.0,7.7,7.114285714285714,7.032535885167463,6.455145705723709
110.0,18472363.0,50000000.0,5.8,6.75,6.2906432748538,6.390025784589154
158.0,14131298.0,390000000.0,6.4,6.6,6.400000000000001,6.901820137864698
102.0,21557240.0,49900000.0,5.6,6.575,6.655864661654135,6.3144883347772405
84.0,21283440.0,55000000.0,6.0,6.300000000000001,6.377272727272728,6.521469248357209
115.0,10556196.0,50000000.0,6.2,6.75,6.20925925925926,6.547599882028
99.0,16671505.0,50000000.0,5.9,5.6,6.142592592592592,6.442005039796809
135.0,10400000.0,50000000.0,5.1,5.0,6.537431159420289,6.6071748507256345
108.0,9528092.0,22000000.0,6.8,7.128571428571427,6.780050505050504,6.742726131178597
43.0,25517500.0,20000000.0,7.0,7.548076923076923,6.123232323232323,6.428492211469474
127.0,10137232.0,50000000.0,6.0,6.791666666666668,5.55,6.606573243645106
107.0,9795017.0,50000000.0,5.1,7.014285714285714,6.232222222222222,6.547599882028
